Gender,AgeGroup,Education,Profession,Income,Switcher,LastPurchase,Annual_Spend,APhone
F,35-44,Associate,Janitor,17468,0,3,685.0,0.0
F,55-64,Associate,Janitor,36544,0,4,742.0,0.0
M,35-44,Masters,Entrepreneur,160970,0,4,703.0,0.0
M,45-54,Bachelors,Nurse,67301,0,2,845.0,1.0
M,55-64,Masters,Doctor,348882,1,1,1233.0,1.0
F,25-34,HighSchool,Secretary,23485,1,2,587.0,0.0
F,45-54,HighSchool,Clerk,23898,1,1,233.0,0.0
M,35-44,Associate,Janitor,15155,0,5,751.0,0.0
F,55-64,Doctorate,Entrepreneur,294488,0,2,1024.0,1.0
M,35-44,HighSchool,Janitor,26353,1,1,317.0,0.0
M,35-44,Doctorate,Doctor,111569,1,1,1014.0,1.0
M,45-54,Masters,Entrepreneur,132241,1,1,419.0,0.0
M,25-34,HighSchool,Janitor,13742,1,1,422.0,0.0
M,55-64,Masters,Executive,252081,1,1,624.0,0.0
F,18-24,HighSchool,Janitor,37729,0,4,1035.0,1.0
M,35-44,HighSchool,Janitor,31356,0,3,703.0,0.0
M,35-44,Bachelors,Technician,52125,0,4,667.0,0.0
M,65+,HighSchool,Student,15190,0,2,551.0,0.0
M,25-34,Masters,Nurse,46503,1,1,746.0,0.0
F,25-34,HighSchool,Clerk,38542,1,1,388.0,0.0
M,55-64,Masters,Entrepreneur,118650,0,2,1163.0,1.0
F,35-44,HighSchool,Teacher,20788,0,4,421.0,0.0
M,65+,Masters,Performer,273017,1,2,400.0,0.0
F,45-54,Bachelors,Entrepreneur,147472,0,2,458.0,0.0
F,35-44,HighSchool,Teacher,27769,0,4,325.0,0.0
M,65+,Bachelors,Lawyer,392883,1,2,1033.0,0.0
F,65+,Associate,Teacher,15135,1,1,724.0,0.0
M,35-44,Masters,Doctor,235267,0,3,1364.0,1.0
F,25-34,Masters,Architect,58013,1,2,588.0,0.0
F,65+,Masters,Doctor,169522,0,2,456.0,0.0
M,35-44,Masters,Entrepreneur,187448,0,4,793.0,1.0
M,45-54,HighSchool,Student,23830,0,2,863.0,1.0
F,18-24,Associate,Clerk,39349,0,3,704.0,0.0
M,45-54,Masters,Manager,97129,0,5,775.0,1.0
F,45-54,Masters,Doctor,111496,1,1,937.0,1.0
M,35-44,Doctorate,Lawyer,112001,1,1,522.0,0.0
M,18-24,HighSchool,Student,13030,1,2,319.0,0.0
M,18-24,HighSchool,Student,28125,1,1,592.0,0.0
M,25-34,HighSchool,Clerk,32987,0,4,298.0,0.0
F,18-24,Associate,Clerk,24041,1,2,671.0,0.0
M,25-34,Associate,Clerk,10106,1,2,585.0,0.0
M,18-24,HighSchool,Student,34057,0,5,575.0,0.0
M,35-44,HighSchool,Teacher,17483,0,4,493.0,0.0
M,65+,HighSchool,Clerk,20654,1,1,931.0,1.0
F,25-34,Bachelors,Nurse,88049,1,2,758.0,1.0
M,35-44,Doctorate,Executive,177023,0,2,569.0,0.0
F,45-54,Doctorate,Lawyer,178256,0,5,1137.0,0.0
F,25-34,Associate,Clerk,34593,1,1,551.0,0.0
M,45-54,Masters,Doctor,264664,0,2,1123.0,1.0
M,25-34,Bachelors,Technician,49460,1,1,449.0,0.0
M,35-44,HighSchool,Secretary,16483,0,3,643.0,0.0
M,45-54,Bachelors,Architect,47056,0,2,932.0,0.0
M,65+,HighSchool,Secretary,35171,0,2,274.0,0.0
M,55-64,HighSchool,Teacher,30329,0,2,1205.0,1.0
M,35-44,Masters,Executive,168463,1,2,697.0,0.0
M,18-24,HighSchool,Teacher,38699,1,2,751.0,0.0
M,25-34,Associate,Nurse,43705,1,1,362.0,0.0
M,35-44,Associate,Clerk,29763,1,1,605.0,0.0
M,65+,Doctorate,Entrepreneur,299624,0,3,630.0,0.0
F,25-34,Bachelors,Architect,62712,0,2,286.0,0.0
F,55-64,Bachelors,Executive,343674,0,5,789.0,1.0
F,45-54,HighSchool,Secretary,31478,1,1,428.0,0.0
M,65+,Masters,Executive,325902,0,2,1417.0,1.0
M,65+,Associate,Student,29213,1,1,695.0,0.0
M,25-34,Associate,Janitor,17755,1,1,687.0,0.0
M,65+,Bachelors,Nurse,59281,0,3,387.0,0.0
M,25-34,Associate,Technician,75407,1,2,188.0,0.0
F,65+,HighSchool,Student,34249,0,4,562.0,0.0
M,45-54,Masters,Executive,291958,0,2,451.0,0.0
M,25-34,Associate,Secretary,12990,0,3,440.0,0.0
M,65+,Masters,Nurse,93892,0,3,1353.0,0.0
M,45-54,Masters,Doctor,168749,1,2,745.0,1.0
F,65+,HighSchool,Clerk,21181,0,2,583.0,0.0
M,65+,Masters,Entrepreneur,310277,1,1,475.0,0.0
F,35-44,HighSchool,Secretary,14855,0,2,674.0,0.0
M,35-44,Masters,Technician,69731,1,2,330.0,0.0
M,25-34,Associate,Janitor,11803,1,1,686.0,0.0
M,25-34,Associate,Secretary,28202,0,4,730.0,0.0
M,45-54,Doctorate,Entrepreneur,143459,0,3,1014.0,1.0
M,65+,Bachelors,Nurse,67713,0,5,952.0,1.0
M,55-64,HighSchool,Janitor,24328,0,2,399.0,0.0
F,18-24,HighSchool,Secretary,8478,1,1,639.0,0.0
F,45-54,Bachelors,Lawyer,163564,0,4,288.0,0.0
M,55-64,HighSchool,Janitor,16696,1,2,535.0,0.0
F,25-34,Masters,Performer,111212,1,1,288.0,0.0
M,25-34,Bachelors,Manager,87274,0,4,1276.0,1.0
F,25-34,Associate,Janitor,27542,1,1,530.0,0.0
M,35-44,Masters,Entrepreneur,297008,0,3,213.0,0.0
M,65+,Bachelors,Performer,159709,0,5,677.0,0.0
M,35-44,Masters,Entrepreneur,205695,0,2,1192.0,1.0
M,65+,Masters,Lawyer,341419,1,2,972.0,1.0
M,45-54,Bachelors,Architect,90181,0,2,1220.0,1.0
M,35-44,Associate,Student,16094,0,2,308.0,0.0
M,55-64,Doctorate,Entrepreneur,179261,0,3,735.0,0.0
M,45-54,Doctorate,Lawyer,240807,0,5,468.0,0.0
M,65+,Associate,Technician,98343,0,2,1102.0,0.0
M,35-44,Masters,Doctor,117773,1,2,180.0,0.0
F,45-54,Bachelors,Performer,204147,1,2,598.0,0.0
M,25-34,Masters,Lawyer,148398,1,1,1353.0,1.0
F,45-54,Doctorate,Performer,241229,0,5,768.0,0.0
F,65+,Masters,Entrepreneur,208262,1,1,736.0,1.0
M,25-34,HighSchool,Clerk,10030,1,2,280.0,0.0
F,45-54,Associate,Clerk,22065,1,1,591.0,0.0
M,45-54,HighSchool,Janitor,29806,0,2,1082.0,1.0
M,35-44,Bachelors,Architect,79226,0,5,705.0,0.0
M,35-44,Masters,Executive,230149,0,5,756.0,0.0
M,35-44,Doctorate,Lawyer,281235,0,3,828.0,1.0
F,35-44,Masters,Manager,52520,0,2,1339.0,0.0
M,65+,Bachelors,Performer,280303,0,4,597.0,0.0
F,35-44,Associate,Student,20505,0,3,592.0,0.0
M,45-54,Masters,Nurse,60133,1,2,385.0,0.0
F,35-44,Bachelors,Manager,58101,0,4,1223.0,1.0
M,35-44,Bachelors,Doctor,124075,0,3,895.0,1.0
F,25-34,HighSchool,Janitor,31135,1,2,1239.0,1.0
M,35-44,HighSchool,Clerk,14221,0,4,320.0,0.0
M,45-54,Doctorate,Performer,293886,0,2,724.0,0.0
F,25-34,Associate,Janitor,12241,1,2,1299.0,1.0
F,65+,Doctorate,Doctor,197609,1,1,537.0,0.0
M,18-24,HighSchool,Secretary,19594,0,5,672.0,0.0
M,35-44,Doctorate,Lawyer,224074,1,2,1389.0,1.0
M,25-34,Masters,Performer,143003,1,2,667.0,0.0
M,65+,Bachelors,Doctor,162320,0,3,1329.0,1.0
F,45-54,Masters,Executive,122292,0,3,363.0,0.0
F,35-44,HighSchool,Secretary,31226,0,2,485.0,0.0
M,25-34,Associate,Teacher,25130,0,5,424.0,0.0
F,25-34,HighSchool,Clerk,20476,1,1,244.0,0.0
M,65+,HighSchool,Teacher,35640,1,1,705.0,1.0
F,55-64,Masters,Executive,130367,0,4,326.0,0.0
M,45-54,Masters,Doctor,299153,0,2,469.0,0.0
M,55-64,HighSchool,Secretary,15004,0,2,242.0,0.0
M,55-64,Masters,Performer,327769,1,2,492.0,0.0
F,65+,Associate,Teacher,15943,1,1,646.0,0.0
M,35-44,Doctorate,Doctor,262502,1,2,1265.0,1.0
F,25-34,Associate,Secretary,29272,1,2,1156.0,1.0
F,45-54,Bachelors,Manager,58990,0,5,765.0,0.0
M,65+,Associate,Teacher,15176,0,5,589.0,0.0
M,35-44,Bachelors,Performer,132644,0,2,660.0,0.0
M,35-44,Doctorate,Entrepreneur,206418,0,4,1258.0,1.0
M,55-64,Masters,Executive,317797,0,3,329.0,0.0
M,35-44,Doctorate,Performer,184630,0,3,453.0,0.0
F,55-64,Bachelors,Architect,60079,1,1,1192.0,1.0
F,35-44,HighSchool,Teacher,33877,0,4,424.0,0.0
M,45-54,HighSchool,Janitor,15000,0,4,228.0,0.0
F,35-44,Bachelors,Manager,87628,0,4,1447.0,0.0
M,65+,Associate,Programmer,97670,1,2,739.0,0.0
M,25-34,Associate,Janitor,20391,1,2,449.0,0.0
M,55-64,Doctorate,Doctor,126615,1,1,489.0,0.0
F,45-54,HighSchool,Teacher,33687,0,5,653.0,0.0
F,55-64,Masters,Doctor,341648,0,2,952.0,1.0
M,25-34,Bachelors,Manager,80523,0,4,1129.0,1.0
F,35-44,Doctorate,Doctor,246587,0,3,670.0,0.0
M,65+,Bachelors,Entrepreneur,324837,0,3,1272.0,1.0
F,35-44,Associate,Programmer,47432,1,2,1292.0,1.0
M,45-54,Associate,Technician,65039,0,5,374.0,0.0
M,35-44,HighSchool,Teacher,13188,1,2,647.0,0.0
M,55-64,Bachelors,Programmer,47761,1,2,307.0,0.0
M,65+,Associate,Architect,85674,0,4,1249.0,1.0
F,35-44,HighSchool,Janitor,20919,0,2,428.0,0.0
F,55-64,Masters,Lawyer,306728,0,5,549.0,0.0
M,45-54,Masters,Performer,104462,0,4,706.0,0.0
M,25-34,HighSchool,Student,17756,1,1,341.0,0.0
M,55-64,Masters,Technician,43448,0,3,334.0,0.0
M,55-64,Bachelors,Programmer,86760,1,1,281.0,0.0
F,55-64,Associate,Clerk,15002,0,5,1307.0,1.0
M,65+,Associate,Janitor,32403,0,3,658.0,0.0
M,18-24,HighSchool,Student,8350,0,5,189.0,0.0
F,55-64,Bachelors,Technician,46249,0,5,573.0,0.0
F,45-54,HighSchool,Teacher,20318,0,5,322.0,0.0
M,35-44,Masters,Performer,167199,0,5,564.0,0.0
F,55-64,Bachelors,Lawyer,115113,0,3,321.0,0.0
M,45-54,Masters,Doctor,260950,1,2,327.0,0.0
M,45-54,Bachelors,Programmer,66502,0,4,744.0,1.0
F,25-34,Masters,Architect,74647,1,2,751.0,1.0
M,45-54,Masters,Nurse,81856,1,1,455.0,0.0
F,45-54,Masters,Executive,136968,0,4,1343.0,1.0
M,65+,Associate,Student,34727,0,3,453.0,0.0
F,25-34,Associate,Secretary,10723,1,1,482.0,0.0
F,18-24,HighSchool,Student,9887,1,1,539.0,0.0
M,55-64,Masters,Performer,302306,1,2,495.0,0.0
F,35-44,HighSchool,Clerk,17766,0,3,388.0,0.0
M,25-34,HighSchool,Student,10870,0,2,545.0,0.0
M,25-34,Masters,Performer,121258,0,5,570.0,0.0
M,55-64,Doctorate,Executive,242178,0,2,669.0,0.0
F,45-54,HighSchool,Teacher,32461,0,3,267.0,0.0
M,18-24,Associate,Secretary,18293,1,2,1237.0,1.0
M,45-54,Doctorate,Lawyer,180356,0,2,1208.0,1.0
M,25-34,HighSchool,Janitor,13833,1,2,327.0,0.0
M,35-44,HighSchool,Teacher,15382,0,3,759.0,0.0
M,65+,Bachelors,Lawyer,223518,1,1,1392.0,1.0
M,45-54,Masters,Lawyer,210056,0,4,1161.0,1.0
M,35-44,HighSchool,Clerk,35907,1,1,287.0,0.0
M,45-54,Doctorate,Executive,110849,0,3,711.0,0.0
M,55-64,Masters,Programmer,55759,0,2,1268.0,1.0
M,25-34,Associate,Teacher,10627,1,2,586.0,0.0
M,25-34,Associate,Teacher,21586,1,1,373.0,0.0
M,65+,Bachelors,Architect,40463,0,3,1200.0,1.0
F,35-44,HighSchool,Janitor,32505,0,5,321.0,0.0
F,45-54,Bachelors,Nurse,80386,0,4,831.0,1.0
M,65+,Masters,Doctor,139946,0,4,417.0,0.0
F,55-64,Bachelors,Performer,175484,0,3,312.0,0.0
M,55-64,HighSchool,Clerk,31480,0,2,754.0,0.0
M,25-34,Associate,Janitor,10963,1,2,548.0,0.0
M,65+,HighSchool,Secretary,15158,0,4,236.0,0.0
M,35-44,HighSchool,Student,35255,0,3,475.0,0.0
F,25-34,Masters,Executive,133312,1,1,710.0,0.0
M,65+,HighSchool,Teacher,21188,0,3,252.0,0.0
M,35-44,Masters,Lawyer,211734,0,4,1128.0,1.0
M,55-64,Masters,Entrepreneur,162841,1,2,500.0,0.0
M,55-64,Bachelors,Performer,291804,1,2,694.0,0.0
M,45-54,Masters,Entrepreneur,179219,0,5,399.0,0.0
M,55-64,HighSchool,Teacher,32893,1,2,235.0,0.0
M,65+,HighSchool,Secretary,19135,0,4,1173.0,1.0
F,25-34,Masters,Doctor,184317,1,2,1313.0,0.0
F,18-24,Associate,Nurse,58235,1,1,497.0,0.0
M,45-54,Bachelors,Lawyer,137285,0,3,738.0,0.0
M,25-34,Masters,Architect,52369,1,2,1389.0,1.0
F,55-64,Associate,Programmer,59948,1,1,1469.0,1.0
M,65+,Bachelors,Architect,95173,0,4,1139.0,1.0
M,18-24,Bachelors,Technician,59112,1,2,1212.0,0.0
M,35-44,Doctorate,Entrepreneur,190692,0,3,1367.0,1.0
M,55-64,Masters,Doctor,156520,0,4,371.0,0.0
M,25-34,Associate,Manager,47167,1,1,749.0,0.0
M,55-64,Bachelors,Lawyer,349314,0,4,489.0,0.0
M,25-34,Masters,Performer,186761,1,2,256.0,0.0
M,55-64,Masters,Entrepreneur,231740,0,5,1113.0,1.0
M,45-54,Associate,Clerk,15417,1,1,241.0,0.0
M,25-34,Masters,Executive,136102,0,4,1229.0,1.0
F,45-54,Doctorate,Doctor,286504,1,1,446.0,0.0
M,45-54,Associate,Student,29807,0,3,644.0,0.0
M,55-64,Doctorate,Performer,317511,1,2,339.0,0.0
F,25-34,Associate,Teacher,10238,1,2,217.0,0.0
M,18-24,HighSchool,Clerk,34193,1,1,268.0,0.0
F,25-34,Doctorate,Doctor,167860,0,5,597.0,0.0
M,45-54,Masters,Executive,218927,0,3,628.0,0.0
F,45-54,Bachelors,Programmer,49595,0,3,459.0,0.0
F,55-64,Doctorate,Executive,171981,0,3,521.0,0.0
M,65+,Bachelors,Technician,64534,0,4,355.0,0.0
M,25-34,Masters,Nurse,53126,0,5,591.0,0.0
F,45-54,HighSchool,Clerk,27334,0,3,739.0,0.0
F,25-34,HighSchool,Clerk,35103,1,2,462.0,0.0
F,45-54,Masters,Doctor,193619,1,1,357.0,0.0
M,55-64,Associate,Clerk,24419,0,2,247.0,0.0
F,55-64,Bachelors,Executive,170712,1,1,437.0,0.0
F,35-44,Associate,Janitor,31407,0,5,341.0,0.0
F,55-64,Doctorate,Performer,268709,0,2,244.0,0.0
F,55-64,Masters,Executive,214215,0,4,670.0,0.0
F,65+,Masters,Technician,91323,0,5,791.0,1.0
M,45-54,Masters,Performer,214396,1,2,745.0,0.0
M,18-24,Masters,Architect,63378,1,1,614.0,0.0
F,35-44,Associate,Secretary,15160,0,3,623.0,0.0
M,25-34,Doctorate,Executive,102698,1,2,693.0,0.0
M,65+,Doctorate,Performer,353621,1,2,921.0,1.0
F,35-44,Masters,Entrepreneur,111981,1,2,1165.0,1.0
M,55-64,Masters,Executive,284093,0,3,875.0,1.0
M,45-54,HighSchool,Clerk,16756,0,4,332.0,0.0
M,35-44,Bachelors,Architect,74989,0,2,488.0,0.0
F,25-34,HighSchool,Clerk,26938,1,1,472.0,0.0
M,25-34,HighSchool,Secretary,11349,1,2,598.0,0.0
F,65+,Masters,Performer,296686,0,5,695.0,0.0
M,55-64,Associate,Teacher,22470,0,2,483.0,0.0
M,25-34,Bachelors,Nurse,52643,1,2,373.0,0.0
F,55-64,Doctorate,Executive,244508,0,5,1098.0,1.0
M,18-24,HighSchool,Teacher,36487,0,2,470.0,0.0
M,55-64,Doctorate,Doctor,221623,0,2,1076.0,1.0
M,65+,Bachelors,Architect,90725,0,5,735.0,0.0
F,25-34,HighSchool,Clerk,10130,1,1,430.0,0.0
M,55-64,HighSchool,Student,16231,1,2,475.0,0.0
M,25-34,Masters,Doctor,144040,1,1,528.0,0.0
M,18-24,Associate,Janitor,8163,1,1,1243.0,0.0
F,65+,Associate,Architect,92025,0,3,1430.0,1.0
F,18-24,HighSchool,Student,10711,1,2,478.0,0.0
M,25-34,Associate,Secretary,27295,1,2,540.0,0.0
F,25-34,HighSchool,Teacher,21002,1,1,212.0,0.0
M,35-44,Masters,Performer,121478,1,1,522.0,0.0
F,55-64,Bachelors,Performer,261891,0,5,532.0,0.0
M,65+,Doctorate,Lawyer,355588,0,5,992.0,1.0
F,65+,Bachelors,Performer,255646,1,2,567.0,0.0
F,25-34,Bachelors,Manager,57857,0,5,286.0,0.0
M,45-54,HighSchool,Teacher,23001,0,4,243.0,0.0
F,25-34,HighSchool,Secretary,10618,0,3,733.0,0.0
M,35-44,Bachelors,Programmer,70063,0,5,1373.0,1.0
M,35-44,HighSchool,Secretary,13351,1,2,209.0,0.0
M,25-34,Masters,Entrepreneur,161361,0,3,1342.0,1.0
F,45-54,Bachelors,Performer,259603,1,1,500.0,0.0
M,65+,Masters,Executive,102763,0,3,490.0,0.0
F,35-44,HighSchool,Teacher,21414,0,4,649.0,0.0
M,25-34,Associate,Clerk,33165,1,2,655.0,0.0
M,55-64,Doctorate,Executive,145732,0,2,1048.0,1.0
M,18-24,Associate,Secretary,15173,1,1,545.0,0.0
M,25-34,HighSchool,Secretary,20708,1,2,686.0,0.0
M,35-44,Masters,Performer,156320,1,1,1304.0,1.0
M,55-64,Bachelors,Manager,73477,0,2,424.0,0.0
M,35-44,Masters,Entrepreneur,233764,0,2,787.0,1.0
F,45-54,Doctorate,Entrepreneur,225983,0,2,619.0,0.0
F,25-34,Masters,Lawyer,142580,1,1,511.0,0.0
M,25-34,Bachelors,Lawyer,147798,0,2,618.0,0.0
F,55-64,Masters,Entrepreneur,281507,1,1,736.0,0.0
F,35-44,Bachelors,Lawyer,193238,0,2,493.0,0.0
M,65+,Masters,Performer,139903,1,1,463.0,0.0
M,35-44,Masters,Programmer,42482,1,2,709.0,0.0
M,35-44,Bachelors,Programmer,53276,0,5,226.0,0.0
M,45-54,Masters,Entrepreneur,265188,0,4,734.0,0.0
F,35-44,Masters,Performer,134692,0,3,185.0,0.0
F,65+,Masters,Performer,102787,0,3,695.0,0.0
F,35-44,HighSchool,Secretary,17663,0,3,586.0,0.0
M,45-54,Masters,Doctor,171905,1,1,842.0,1.0
F,35-44,Masters,Executive,207306,1,1,530.0,0.0
F,25-34,Bachelors,Manager,92514,1,1,1271.0,1.0
M,65+,HighSchool,Teacher,25179,0,5,668.0,0.0
M,65+,Masters,Executive,316724,1,1,1119.0,1.0
F,25-34,Masters,Technician,42932,1,1,745.0,0.0
F,25-34,Masters,Architect,78157,1,2,1309.0,1.0
M,45-54,Masters,Nurse,75927,1,1,1495.0,1.0
M,65+,Associate,Teacher,19180,0,5,623.0,0.0
M,45-54,Masters,Architect,59249,0,4,176.0,0.0
M,25-34,Associate,Technician,52014,0,4,1251.0,1.0
M,65+,Bachelors,Programmer,83516,0,2,932.0,1.0
F,25-34,HighSchool,Student,13268,1,1,1120.0,1.0
M,35-44,Masters,Technician,63509,0,4,581.0,0.0
M,55-64,HighSchool,Secretary,24216,0,2,936.0,1.0
F,35-44,HighSchool,Student,14703,0,4,536.0,0.0
F,55-64,Masters,Executive,120246,0,4,646.0,0.0
M,55-64,Bachelors,Manager,82204,1,2,348.0,0.0
M,45-54,HighSchool,Secretary,26796,0,3,316.0,0.0
F,25-34,Associate,Secretary,20514,1,1,634.0,0.0
F,65+,Masters,Lawyer,389810,1,1,782.0,1.0
M,35-44,Masters,Manager,59814,0,4,448.0,0.0
F,25-34,HighSchool,Teacher,18458,1,1,209.0,0.0
M,55-64,Masters,Entrepreneur,313234,1,1,412.0,0.0
M,55-64,Associate,Technician,49214,1,2,1050.0,0.0
F,25-34,HighSchool,Janitor,38938,0,5,433.0,0.0
M,18-24,HighSchool,Student,14012,1,2,574.0,0.0
M,65+,HighSchool,Student,39579,0,3,273.0,0.0
M,65+,HighSchool,Teacher,19329,0,4,548.0,0.0
M,45-54,Masters,Executive,291794,1,1,1295.0,1.0
M,25-34,Masters,Lawyer,105050,1,2,419.0,0.0
F,55-64,HighSchool,Secretary,16885,1,2,250.0,0.0
M,45-54,HighSchool,Teacher,30571,1,1,306.0,0.0
F,35-44,Bachelors,Manager,76134,0,2,621.0,0.0
M,55-64,Bachelors,Entrepreneur,154701,0,5,947.0,1.0
M,65+,HighSchool,Janitor,27431,1,1,740.0,0.0
M,45-54,Masters,Manager,42348,0,4,925.0,0.0
F,65+,Masters,Performer,321734,1,1,522.0,0.0
F,35-44,Associate,Nurse,57852,0,4,1403.0,1.0
F,45-54,Masters,Performer,270630,0,2,741.0,0.0
F,55-64,Associate,Programmer,72238,1,1,732.0,1.0
M,25-34,Masters,Entrepreneur,187252,0,4,837.0,1.0
F,35-44,HighSchool,Janitor,13160,1,1,366.0,0.0
M,65+,HighSchool,Student,16882,1,1,609.0,0.0
F,45-54,Masters,Entrepreneur,154503,1,1,330.0,0.0
M,35-44,Doctorate,Performer,134806,0,3,365.0,0.0
M,25-34,Bachelors,Manager,52721,1,1,958.0,1.0
M,45-54,Bachelors,Doctor,256680,0,2,775.0,1.0
M,45-54,Doctorate,Executive,139586,0,2,1496.0,1.0
M,55-64,Bachelors,Programmer,62456,0,5,368.0,0.0
F,25-34,HighSchool,Secretary,10343,1,2,500.0,0.0
M,65+,Masters,Programmer,86986,0,5,417.0,0.0
M,25-34,HighSchool,Janitor,15198,1,2,685.0,0.0
M,55-64,HighSchool,Teacher,15058,1,2,465.0,0.0
F,65+,Masters,Lawyer,261352,1,2,642.0,0.0
M,25-34,Masters,Lawyer,146078,1,1,564.0,0.0
M,35-44,HighSchool,Janitor,25086,1,1,461.0,0.0
M,35-44,HighSchool,Secretary,22092,1,1,971.0,1.0
M,45-54,HighSchool,Student,15199,0,2,276.0,0.0
M,25-34,Associate,Student,25017,1,1,757.0,0.0
F,25-34,Masters,Performer,169730,1,2,514.0,0.0
F,25-34,HighSchool,Clerk,35683,1,2,220.0,0.0
F,18-24,HighSchool,Student,12888,1,1,437.0,0.0
F,25-34,HighSchool,Secretary,32120,1,2,629.0,0.0
F,55-64,HighSchool,Student,15363,0,3,1002.0,0.0
M,65+,Bachelors,Architect,83512,0,2,710.0,0.0
F,25-34,Bachelors,Executive,113182,1,2,993.0,1.0
M,65+,Masters,Entrepreneur,272860,0,2,1113.0,1.0
M,45-54,Bachelors,Lawyer,159513,0,3,605.0,0.0
F,35-44,Masters,Entrepreneur,158517,1,2,415.0,0.0
M,45-54,Bachelors,Technician,73917,0,2,217.0,0.0
F,35-44,HighSchool,Teacher,24095,1,2,266.0,0.0
M,25-34,HighSchool,Student,27186,0,3,442.0,0.0
F,45-54,Associate,Nurse,56724,0,2,746.0,1.0
F,55-64,Masters,Lawyer,191701,1,2,949.0,1.0
M,35-44,Doctorate,Doctor,294664,0,3,622.0,0.0
F,18-24,Associate,Janitor,36431,1,1,512.0,0.0
F,65+,Masters,Executive,250029,0,2,1454.0,1.0
F,35-44,Masters,Nurse,57536,1,2,836.0,1.0
M,65+,Doctorate,Executive,149482,1,1,1424.0,1.0
M,25-34,Associate,Programmer,44888,1,2,1405.0,0.0
F,45-54,Masters,Doctor,277132,0,3,551.0,0.0
F,45-54,HighSchool,Teacher,19337,1,2,708.0,1.0
M,35-44,Masters,Performer,295946,0,2,450.0,0.0
M,35-44,HighSchool,Janitor,36476,1,1,437.0,0.0
M,25-34,Masters,Executive,175264,1,2,984.0,1.0
M,25-34,Associate,Nurse,45865,1,1,480.0,0.0
F,25-34,HighSchool,Secretary,12565,1,1,211.0,0.0
M,35-44,Bachelors,Doctor,172243,0,5,897.0,1.0
F,25-34,Doctorate,Entrepreneur,150549,1,1,719.0,0.0
F,45-54,Masters,Doctor,179383,0,3,1132.0,1.0
M,25-34,Masters,Lawyer,134262,0,4,196.0,0.0
M,65+,Masters,Entrepreneur,358074,0,2,221.0,0.0
F,35-44,Masters,Performer,198777,0,4,527.0,0.0
M,45-54,Associate,Student,15862,0,4,583.0,0.0
M,45-54,HighSchool,Janitor,37505,0,3,1284.0,0.0
F,18-24,Associate,Clerk,36245,1,1,575.0,0.0
F,55-64,Masters,Executive,211455,0,4,711.0,0.0
F,35-44,Bachelors,Manager,88926,1,1,256.0,0.0
M,18-24,HighSchool,Clerk,8005,0,5,349.0,0.0
F,35-44,Doctorate,Lawyer,278381,0,2,712.0,0.0
F,25-34,Bachelors,Technician,82580,1,2,512.0,0.0
M,35-44,Associate,Technician,68305,1,1,1407.0,1.0
M,25-34,Masters,Doctor,163648,1,2,1026.0,0.0
F,55-64,Doctorate,Performer,226729,1,1,604.0,0.0
M,45-54,Masters,Performer,160455,1,1,488.0,0.0
M,25-34,HighSchool,Janitor,27401,1,2,631.0,0.0
F,25-34,Associate,Secretary,13283,1,1,249.0,0.0
F,45-54,Bachelors,Manager,66506,0,3,301.0,0.0
M,35-44,Bachelors,Architect,66971,0,3,549.0,0.0
M,65+,Masters,Doctor,158612,0,4,735.0,1.0
M,55-64,Masters,Technician,67567,0,2,1271.0,0.0
M,35-44,Masters,Architect,54830,1,1,426.0,0.0
M,35-44,HighSchool,Teacher,18276,0,5,376.0,0.0
M,18-24,Associate,Secretary,11299,1,1,417.0,0.0
F,35-44,Masters,Performer,102186,0,3,283.0,0.0
M,45-54,HighSchool,Student,15140,1,1,649.0,0.0
F,18-24,Bachelors,Nurse,63986,1,2,936.0,1.0
M,18-24,HighSchool,Teacher,20296,1,2,287.0,0.0
F,35-44,Masters,Lawyer,166234,0,4,689.0,0.0
F,25-34,HighSchool,Janitor,19481,1,1,533.0,0.0
M,25-34,Associate,Janitor,36989,1,1,275.0,0.0
F,35-44,Doctorate,Entrepreneur,164925,0,2,303.0,0.0
M,45-54,Doctorate,Entrepreneur,101821,1,1,811.0,0.0
M,25-34,Bachelors,Nurse,57265,1,2,1275.0,1.0
F,25-34,HighSchool,Janitor,12600,1,1,863.0,0.0
M,25-34,Bachelors,Technician,66897,1,2,606.0,0.0
M,45-54,Doctorate,Entrepreneur,147971,1,1,1133.0,1.0
F,55-64,Associate,Architect,74234,1,1,699.0,0.0
F,65+,Bachelors,Programmer,68946,0,3,1400.0,1.0
F,65+,Masters,Architect,56616,0,2,531.0,0.0
F,45-54,Bachelors,Lawyer,124946,0,2,613.0,0.0
M,35-44,Bachelors,Doctor,117042,1,1,606.0,0.0
M,25-34,Doctorate,Performer,123031,1,1,194.0,0.0
F,25-34,Associate,Janitor,34696,0,2,478.0,0.0
F,35-44,Bachelors,Lawyer,111940,0,5,738.0,0.0
M,65+,Masters,Lawyer,130194,0,2,1330.0,1.0
M,25-34,Doctorate,Lawyer,170856,1,1,1221.0,1.0
M,35-44,Doctorate,Performer,290689,1,2,529.0,0.0
F,25-34,Masters,Manager,43203,1,1,809.0,1.0
M,65+,Doctorate,Lawyer,118699,1,1,595.0,0.0
M,45-54,Masters,Doctor,256796,0,3,790.0,1.0
M,65+,Masters,Doctor,139233,0,3,1440.0,1.0
M,35-44,Bachelors,Nurse,82152,0,2,280.0,0.0
M,45-54,HighSchool,Teacher,26103,1,1,476.0,0.0
